a1,a4,a6,a9,a31,Class
0.91,6,0,0.036846,0.0,0
1865.94,81,0,0.004985,0.0,0
4.91,3,0,763.223507,0.0,0
160.92,2,0,3.920717,0.0,0
0.0,0,1,0.0,0.0,0
45.31,119,0,0.31366,0.0,0
20.84,3,0,101.0,0.0,0
168.75,47,0,0.10943,0.0,0
6004.41,91,0,0.02,0.0,0
22.77,3,0,101.0,0.0,0
2342.28,20,0,0.004071,0.0,0
23.25,3,0,101.0,0.0,0
1923.31,85,1,0.00366,0.0,0
340769.57,5,0,1490.0,0.0,0
0.0,1,0,0.11279,0.0,0
1229.11,317,0,0.0,0.0,0
159.34,2,0,39.197107,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
290.4,3490,0,1.99958,0.0,0
1065.11,168,0,0.05036,0.0,0
17.54,26,0,0.013909,0.0,0
27.64,1183,0,0.78152,0.0,0
2.75,5,0,0.002094,0.0,0
3944.6,4,0,5.195,0.0,0
0.0,0,1,0.0,0.0,0
17.53,88,0,0.010001,0.0,0
14.08,5,0,0.311634,0.0,0
21.33,3,0,101.0,0.0,0
2.65,8,0,0.015,0.0,0
3.02,3,0,105.564702,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,1.0,0.0,0
25.39,3,0,9.215991,0.0,0
0.0,1,0,0.329865,0.0,0
11.08,2,0,3.495,0.0,0
917.71,75,0,0.0,0.0,0
0.0,1,0,0.99,0.0,0
2.41,4,0,941.913482,0.0,0
2.02,3,0,525.661509,0.0,0
3.7,9993,0,0.1,0.0,0
161.68,2,0,49.992363,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
3.21,3,0,939.067609,0.0,0
11.56,4,0,0.049528,0.0,0
105.16,3,0,101.0,0.0,0
2.48,3,0,642.743993,0.0,0
2256.99,218,0,0.009554,0.0,0
160.38,2,0,44.324227,0.0,0
160.15,2,0,14.610658,0.0,0
162.1,2,0,7.168517,0.0,0
49127.28,6,0,0.700026,0.0,0
24.18,3,0,101.0,0.0,0
18.86,3,0,101.0,0.0,0
13.69,5,0,23.895,0.0,0
4.58,3,0,3.9815,0.0,0
0.0,0,1,0.0,0.0,0
58.88,288,0,0.109377,0.0,0
0.0,1,0,48.765,0.0,0
0.0,1,0,0.417939,0.0,0
1827.38,4,0,4.0,0.0,0
7653.69,107,0,0.0001,0.0,0
162.62,2,0,101.0,0.0,0
196.21,74,0,0.001157,0.0,0
10.49,3,0,0.006,0.0,0
0.0,0,1,0.050025,0.0,0
10054.96,52,0,0.005794,0.0,0
163.28,2,0,36.912439,0.0,0
1758.93,40,0,1.2,0.0,0
35156.46,14,0,2.6,0.0,0
6270.16,26,0,0.01,0.0,0
7.53,21,0,0.008397,0.0,0
14.97,11,0,0.1,0.0,0
108.53,214,0,0.010058,0.0,0
21157.32,21,0,0.005,0.0,0
16.2,3,0,101.0,0.0,0
13.76,321,0,0.05037,0.0,0
0.0,1,0,5.292872,0.0,0
102.19,3,0,101.0,0.0,0
158.22,2,0,46.161548,0.0,0
1787.52,2,0,0.007853,0.0,0
10.96,701,0,0.100209,0.0,0
160.91,2,0,35.239348,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,12.168132,0.0,0
95233.31,4,0,1.1,0.0,0
6865.12,7,0,0.01,0.0,0
13999.72,12,0,0.0003,0.0,0
5.35,14,0,0.113045,0.0,0
21.51,3,0,101.0,0.0,0
7.21,3,0,101.0,0.0,0
97.49,1293,0,1.0,0.0,0
159.49,2,0,25.899548,0.0,0
163.28,2,0,4.122089,0.0,0
471.81,2166,0,4.99958,0.0,0
701.75,179,1,0.0,0.0,0
25.06,3,0,23.511847,0.0,0
0.0,1,0,2.66,0.0,0
42547.79,5,0,0.99,0.0,0
1531.24,63,0,0.023605,0.0,0
636.46,13,0,0.01202,0.0,0
0.0,0,0,0.709463,0.0,0
192.22,24,0,0.008062,0.0,0
66.67,136,0,0.049002,0.0,0
1337.0,16,0,0.033279,0.0,0
6.33,5,0,5.295,0.0,0
1145.72,682,0,0.008859,0.0,0
7121.48,12,0,0.03,0.0,0
22.21,55,0,0.0487,0.0,0
11846.26,49,0,0.024819,0.0,0
34.67,2,0,13.185775,0.0,0
13662.04,6,0,0.494748,0.0,0
29.67,220,0,0.197798,0.0,0
0.0,1,0,9.999528,0.0,0
0.0,0,1,0.0,0.0,0
164.51,2,0,10.673034,0.0,0
0.0,1,0,1.277635,0.0,0
316.45,34,0,1.00006,0.0,0
3.81,3,0,667.825392,0.0,0
13266.23,41,0,0.045256,0.0,0
0.0,1,0,0.404587,0.0,0
164.23,2,0,3.521437,0.0,0
0.97,84,0,0.200392,0.0,0
0.0,0,1,0.0,0.0,0
164.14,2,0,49.152493,0.0,0
2.82,3,0,512.097824,0.0,0
25.44,3,0,20.028091,0.0,0
176.18,3,0,0.07,0.0,0
73.73,393,0,0.050024,0.0,0
15.69,3,0,26.282545,0.0,0
0.0,0,1,0.055788,0.0,0
21.46,3,0,101.0,0.0,0
0.0,1,0,0.145844,0.0,0
21.47,3,0,101.0,0.0,0
15.85,4,0,101.0,0.0,0
19.98,3,0,101.0,0.0,0
3146.35,8,0,0.01,0.0,0
160.62,98,0,0.029281,0.0,0
162.92,2,0,25.939252,0.0,0
5.22,13,0,0.1,0.0,0
62522.42,3,0,0.067149,0.0,0
5.25,497,0,0.010338,0.0,0
1092.83,152,0,0.00838,0.0,0
5266.17,61,0,0.143811,0.0,0
110.71,235,0,0.244731,0.0,0
4.83,2,0,0.024731,0.0,0
0.0,1,0,6.380119,0.0,0
13653.79,7,0,20.0,0.0,0
133.96,35,0,0.010086,0.0,0
4.3,25,0,0.003,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,0.59958,0.0,0
163.07,2,0,101.0,0.0,0
6.39,22,0,0.14,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
1890.86,194,0,0.001139,0.0,0
7197.05,19,0,0.178918,0.0,0
0.0,0,0,0.001,0.0,0
0.0,0,1,0.0,0.0,0
41.96,224,0,0.077706,0.0,0
7984.42,24,0,2.5268,0.0,0
161.39,2,0,37.254893,0.0,0
8147.8,59,0,0.031144,0.0,0
27.87,3,0,50.0,0.0,0
16.31,1946,0,1e-05,0.0,0
12051.38,19,0,0.045045,0.0,0
670.69,18,0,0.059045,0.0,0
629.91,16,0,0.012636,0.0,0
0.0,1,0,0.122077,0.0,0
160.75,2,0,36.56201,0.0,0
2.26,2,0,4.618511,0.0,0
0.0,1,0,3.0,0.0,0
38281.1,3,0,0.495,0.0,0
0.0,1,0,0.490646,0.0,0
25.06,3,0,47.388889,0.0,0
0.0,0,1,0.0,0.0,0
13.61,1257,0,0.0,0.0,0
73.23,6,0,0.0,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,1.001,0.0,0
2359.42,251,0,0.0,0.0,0
161.45,2,0,101.0,0.0,0
161.74,2,0,4.14353,0.0,0
827.85,45,0,0.00033,0.0,0
2.18,4,0,638.765639,0.0,0
10.07,5,0,1.0,0.0,0
82.98,2494,0,0.0,0.0,0
31.52,53,0,0.258986,0.0,0
47.76,307,0,0.195272,0.0,0
164.07,2,0,101.0,0.0,0
13.61,28,0,0.0021,0.0,0
0.0,0,1,0.0,0.0,0
3.98,2,0,1.209054,0.0,0
25.63,3,0,47.572046,0.0,0
6789.34,27,0,0.001596,0.0,0
7431.73,52,0,0.010046,0.0,0
4111.73,12,0,0.035398,0.0,0
59.7,212,0,0.001434,0.0,0
0.0,1,0,0.005047,0.0,0
1337.57,9,0,0.073509,0.0,0
47.06,2,0,0.295,0.0,0
0.0,1,0,0.05,0.0,0
1060.09,133,0,0.0,0.0,0
826.1,79,0,0.032029,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,80.0,0.0,0
0.0,0,1,0.0,0.0,0
14550.31,16,0,0.06,0.0,0
23.23,3,0,101.0,0.0,0
26051.47,7,0,0.005597,0.0,0
0.0,1,0,1.0,0.0,0
0.0,0,1,0.0,0.0,0
3.77,10,0,0.02,0.0,0
41872.91,12,0,0.2479,0.0,0
17.16,3714,0,7.77,0.0,0
162.71,2,0,41.668988,0.0,0
7192.69,4,0,5.013159,0.0,0
0.0,1,0,10.0,0.0,0
1939.62,21,0,0.01,0.0,0
0.0,0,1,0.0,0.0,0
1115.07,767,0,0.002108,0.0,0
0.0,0,1,0.0,0.0,0
160.03,2,0,101.0,0.0,0
767.35,64,0,0.033486,0.0,0
50055.74,3,0,0.802039,0.0,0
16.86,4,0,101.0,0.0,0
73884.48,7,0,0.008,0.0,0
0.0,0,1,0.0,0.0,0
7.53,2,0,0.165,0.0,0
1144.57,729,0,0.01,0.0,0
1685.53,150,0,0.00997,0.0,0
0.0,1,0,0.001262,0.0,0
2543.62,14,0,0.06,0.0,0
78.96,364,0,0.001,0.0,0
17.42,4,0,101.0,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,0.08823,0.0,0
4069.08,34,0,0.0009,0.0,0
24831.16,16,0,0.499235,0.0,0
21608.58,5,0,0.7,0.0,0
0.0,0,1,0.0,0.0,0
156.68,2,0,101.0,0.0,0
5.43,3,0,1.0,0.0,0
0.0,1,0,4.97,0.0,0
21.67,2,0,101.0,0.0,0
30811.8,5,0,0.01,0.0,0
79649.27,3,0,0.5,0.0,0
2152.57,8,0,0.6,0.0,0
0.0,1,0,10.56,0.0,0
162.87,2,0,46.661546,0.0,0
0.0,0,1,0.0,0.0,0
1.29,3,0,952.606553,0.0,0
161.45,2,0,25.764778,0.0,0
0.0,1,0,0.088236,0.0,0
157.54,2,0,101.0,0.0,0
162.22,2,0,35.357723,0.0,0
0.0,1,0,0.68993,0.0,0
729.4,4,0,0.050015,0.0,0
0.0,1,0,5.175,0.0,0
23.15,3,0,101.0,0.0,0
366.03,33,0,0.010017,0.0,0
54.02,3,0,1.0,0.0,0
0.0,1,0,0.1,0.0,0
14.91,29,0,0.368272,0.0,0
39.61,415,0,0.09,0.0,0
0.0,0,1,0.0,0.0,0
4896.5,3,0,2.495,0.0,0
8944.98,34,0,0.010024,0.0,0
5830.96,82,0,0.001386,0.0,0
2.02,4,0,0.197476,0.0,0
6.38,47,0,0.180427,0.0,0
0.0,0,1,0.027656,0.0,0
2200.29,43,0,0.299,0.0,0
163.47,2,0,4.012596,0.0,0
1426.74,177,0,0.004247,0.0,0
0.0,0,1,0.0,0.0,0
25.57,2,0,101.0,0.0,0
9447.57,16,0,0.200346,0.0,0
4224.31,119,0,0.03,0.0,0
554.51,192,0,0.033,0.0,0
16.5,172,0,0.050005,0.0,0
2166.92,78,0,0.0,0.0,0
686.7,903,0,0.0,0.0,0
4.37,5,0,1.479,0.0,0
4.1,23,0,0.002666,0.0,0
2341.96,83,0,0.026669,0.0,0
0.0,1,0,0.225799,0.0,0
2092.39,127,0,0.02866,0.0,0
162.09,2,0,31.773215,0.0,0
0.0,1,0,2.080627,0.0,0
0.0,0,1,0.0,0.0,0
510.46,3,0,0.216364,0.0,0
0.0,0,1,0.671828,0.0,0
21.91,3,0,101.0,0.0,0
0.0,0,1,0.0,0.0,0
20.51,3,0,101.0,0.0,0
0.0,0,1,0.0,0.0,0
1.68,3,0,526.253792,0.0,0
160.78,2,0,101.0,0.0,0
164.86,2,0,35.072425,0.0,0
15.48,18,0,0.02,0.0,0
8227.08,73,0,0.007686,0.0,0
3871.44,157,0,0.001,0.0,0
0.0,1,0,0.5,0.0,0
2.23,4,0,99.201461,0.0,0
0.0,0,1,0.0,0.0,0
331.68,3,0,2.0,0.0,0
163.78,2,0,31.192838,0.0,0
40.87,140,0,0.34783,0.0,0
3880.92,32,0,0.100011,0.0,0
6030.21,3,0,0.001304,0.0,0
1.51,3,0,424.948826,0.0,0
39.42,2,0,0.209688,0.0,0
0.0,1,0,0.232233,0.0,0
0.0,1,0,0.001,0.0,0
0.0,0,0,0.06664,0.0,0
4381.86,32,0,0.01,0.0,0
18.84,3,0,5.31814,0.0,0
0.0,0,1,0.0,0.0,0
332.99,299,0,0.011211,0.0,0
31.85,4215,0,0.09938,0.0,0
5148.41,80,0,0.009833,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
13143.42,8,0,0.2,0.0,0
16.57,40,0,2.0,0.0,0
23370.31,9,0,0.028765,0.0,0
2.89,39,0,0.040761,0.0,0
17.51,3,0,16.227717,0.0,0
24556.26,4,0,8.132559,0.0,0
0.0,1,0,0.1,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,12.44052,0.0,0
8.91,4,0,0.318126,0.0,0
43530.36,5,0,2.513451,0.0,0
16.66,3,0,101.0,0.0,0
2307.71,5,0,0.696472,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,0.095,0.0,0
22.72,3,0,101.0,0.0,0
164.14,2,0,34.376417,0.0,0
1.79,3,0,368.89424,0.0,0
2.88,7,0,0.02,0.0,0
2108.29,19,0,0.048466,0.0,0
0.0,1,0,1.0,0.0,0
12039.86,26,0,0.09,0.0,0
22977.89,27,0,0.001,0.0,0
582.59,193,0,0.99,0.0,0
164.38,2,0,18.146265,0.0,0
0.0,1,0,0.050003,0.0,0
0.0,1,0,60.0,0.0,0
19109.07,2,0,0.050026,0.0,0
17239.43,14,0,0.010099,0.0,0
22597.81,3,0,1.0,0.0,0
157.47,2,0,45.080694,0.0,0
32248.03,21,0,0.01,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,0.076723,0.0,0
0.0,1,0,0.095,0.0,0
13.72,4,0,0.002483,0.0,0
22371.43,15,1,0.005441,0.0,0
7440.95,17,0,0.200111,0.0,0
51.52,5930,16,0.0,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,1.0,0.0,0
13.66,3,0,101.0,0.0,0
0.0,0,0,0.0,0.0,0
13958.51,3,0,0.01,0.0,0
1110.06,9,0,0.015,0.0,0
0.0,1,0,0.07,0.0,0
0.0,0,1,0.0,0.0,0
3.34,20,0,0.050852,0.0,0
0.0,0,1,0.0,0.0,0
22.68,3,0,101.0,0.0,0
102.04,3,0,101.0,0.0,0
11730.9,5,0,0.014921,0.0,0
2.44,4,0,999.716628,0.0,0
7779.39,29,0,0.06553,0.0,0
157.39,2,0,101.0,0.0,0
229.73,13,0,0.057698,0.0,0
0.0,1,0,12.546764,0.0,0
0.0,0,1,0.0,0.0,0
74027.79,3,0,1.12,0.0,0
106.97,187,0,0.001163,0.0,0
38056.33,3,0,0.392994,0.0,0
873.06,42,0,0.100001,0.0,0
43.84,3,0,4.367384,0.0,0
16.26,867,0,0.19681,0.0,0
0.0,0,1,0.0,0.0,0
29250.77,2,0,1.1,0.0,0
2546.9,306,0,0.01,0.0,0
5794.43,4,0,0.1578,0.0,0
2.57,3,0,954.699383,0.0,0
7006.6,95,0,0.009992,0.0,0
0.0,1,0,0.7022,0.0,0
20636.39,3,0,24.832793,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,0.142918,0.0,0
5720.44,72,0,0.004467,0.0,0
8206.21,20,0,0.007511,0.0,0
0.0,1,0,2.2,0.0,0
1812.27,404,0,0.00015,0.0,0
568.34,217,0,0.003,0.0,0
2.15,9,0,0.995,0.0,0
0.0,0,1,0.0,0.0,0
17.2,14,0,1.032864,0.0,0
0.0,0,1,0.0,0.0,0
2116.23,14,0,0.032037,0.0,0
652.09,24,0,0.001392,0.0,0
106.83,3,0,101.0,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,0.879124,0.0,0
157.71,2,0,76.729845,0.0,0
31187.31,10,0,0.141736,0.0,0
16.99,1813,0,0.014,0.0,0
162.1,2,0,12.862537,0.0,0
0.0,0,1,0.0,0.0,0
16.04,3,0,101.0,0.0,0
4.11,2,0,1.195,0.0,0
7469.87,79,0,0.008437,0.0,0
24.41,3,0,15.52359,0.0,0
5.63,217,0,0.021229,0.0,0
0.0,0,1,0.0,0.0,0
10995.55,11,0,0.005,0.0,0
0.0,0,1,0.0,0.0,0
15.6,4,0,101.0,0.0,0
165.78,2,0,24.313195,0.0,0
7114.9,4,0,0.044688,0.0,0
16.99,4,0,0.253479,0.0,0
26.32,3,0,49.132238,0.0,0
3341.55,233,0,2.2e-05,0.0,0
1126.46,164,0,0.00117,0.0,0
9.1,3,0,0.1,0.0,0
130140.87,3,0,0.871686,0.0,0
164.28,2,0,101.0,0.0,0
16818.12,12,0,0.005,0.0,0
85.81,12,0,0.049115,0.0,0
0.0,1,0,0.1,0.0,0
161.88,2,0,30.37724,0.0,0
0.0,1,0,1.7,0.0,0
19.87,3,0,101.0,0.0,0
25063.87,4,0,0.202484,0.0,0
22.26,3,0,101.0,0.0,0
1.97,3,0,0.001078,0.0,0
6.74,159,0,0.035194,0.0,0
0.0,1,0,5.03,0.0,0
19.06,7,0,0.4455,0.0,0
0.0,0,1,0.0,0.0,0
165.75,2,0,4.932805,0.0,0
7690.54,37,0,0.021968,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
12592.37,6,0,0.017442,0.0,0
22.68,3,0,101.0,0.0,0
13976.26,14,0,0.12437,0.0,0
58.59,16,0,1e-05,0.0,0
24.87,3,0,5.373275,0.0,0
155.03,283,0,0.0341,0.0,0
4.35,796,0,0.010814,0.0,0
0.0,1,0,0.802067,0.0,0
211.42,6,0,0.223478,0.0,0
3159.04,8,0,0.02,0.0,0
0.0,0,1,0.0,0.0,0
2.28,3,0,0.195,0.0,0
27463.91,4,0,0.05934,0.0,0
160.77,2,0,46.585089,0.0,0
375.98,2,0,0.04008,0.0,0
0.88,22,0,0.477798,0.0,0
3.74,3,0,915.893065,0.0,0
4.79,266,0,0.020273,0.0,0
4470.21,3,0,0.021666,0.0,0
6.73,3,0,506.821124,0.0,0
39.26,60,0,0.003151,0.0,0
9.76,391,0,0.02,0.0,0
0.0,1,0,0.821219,0.0,0
20.32,3,0,101.0,0.0,0
3.94,3,0,640.741163,0.0,0
0.0,1,0,0.999528,0.0,0
13554.51,15,0,0.040087,0.0,0
22.38,3,0,101.0,0.0,0
52.55,221,0,0.011427,0.0,0
161.45,2,0,48.507497,0.0,0
0.0,0,1,0.0,0.0,0
8476.96,13,0,0.095,0.0,0
160.45,94,0,0.20001,0.0,0
0.0,0,1,0.0,0.0,0
11962.67,73,0,0.015,0.0,0
4.08,13,0,1.0,0.0,0
0.0,1,0,0.02,0.0,0
219.89,90,0,0.01001,0.0,0
0.0,0,0,0.005,0.0,0
56193.02,3,0,0.5,0.0,0
18.59,3,0,101.0,0.0,0
232.52,686,0,0.0,0.0,0
164.23,2,0,2.609188,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,1.06076,0.0,0
1097.05,237,0,0.01,0.0,0
103.37,3,0,101.0,0.0,0
1078.52,184,0,0.010047,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,11.152276,0.0,0
0.0,0,0,0.0,0.0,0
1496.51,13,0,0.002087,0.0,0
10914.15,7,0,5.1,0.0,0
11.9,4,0,3.02,0.0,0
7357.1,41,0,0.005329,0.0,0
2399.06,25,0,0.046922,0.0,0
0.0,1,0,20.009559,0.0,0
0.0,1,0,0.03,0.0,0
31084.38,5,0,0.009639,0.0,0
0.0,1,0,0.1,0.0,0
24.85,3,0,5.301465,0.0,0
16497.9,14,0,0.217977,0.0,0
730.58,11,0,0.001115,0.0,0
162.91,2,0,101.0,0.0,0
28.24,1745,0,0.12,0.0,0
5331.99,16,0,0.001993,0.0,0
1395.79,235,0,13.2328,0.0,0
19.77,8,0,0.117573,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
161.78,2,0,9.068649,0.0,0
2.12,5,0,0.999454,0.0,0
157.46,2,0,101.0,0.0,0
5246.94,64,0,9.1e-05,0.0,0
0.0,1,0,1.402236,0.0,0
160.08,2,0,101.0,0.0,0
21.19,7,0,5.189297,0.0,0
0.0,1,0,6.0,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
109.31,3,0,101.0,0.0,0
161.01,2,0,34.433132,0.0,0
107914.49,2,0,0.085885,0.0,0
2.65,4151,0,0.009491,0.0,0
0.0,1,0,3.891569,0.0,0
15.77,13,0,2.135392,0.0,0
108.07,3,0,38.931358,0.0,0
0.0,0,1,0.0,0.0,0
14.22,69,0,0.049105,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,0.1,0.0,0
0.0,0,1,0.0,0.0,0
1407.51,3,0,0.001,0.0,0
3389.32,10,0,0.02913,0.0,0
64.48,247,0,0.010265,0.0,0
4171.81,15,0,0.266116,0.0,0
158.37,2,0,22.954736,0.0,0
161.31,2,0,14.418773,0.0,0
0.0,1,0,6.0,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
6524.92,37,0,0.01,0.0,0
157.47,2,0,101.0,0.0,0
1.62,3,0,826.065157,0.0,0
13366.55,45,0,0.057101,0.0,0
5528.66,21,0,0.144806,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
42306.41,16,0,0.009539,0.0,0
0.0,1,0,0.5,0.0,0
3.22,2,0,0.77284,0.0,0
7.99,89,0,0.00378,0.0,0
161.78,2,0,16.183965,0.0,0
4908.1,38,0,0.063216,0.0,0
3.03,90,0,0.053161,0.0,0
3895.06,32,0,0.008,0.0,0
16.04,3,0,101.0,0.0,0
1317.21,336,0,0.5,0.0,0
15.67,3,0,101.0,0.0,0
680.21,16,0,0.095,0.0,0
0.0,1,0,2.0,0.0,0
1248.17,6,0,0.05,0.0,0
5.12,2,0,1.999,0.0,0
4186.84,129,0,0.24485,0.0,0
68.81,236,0,0.01031,0.0,0
0.0,0,1,0.0,0.0,0
3734.07,99,0,0.050236,0.0,0
3.88,2563,0,19.98,0.0,0
0.0,1,0,11.0,0.0,0
1933.12,179,0,0.12,0.0,0
0.0,1,0,2.0,0.0,0
30471.86,3,0,1.965247,0.0,0
7.23,12,0,1.0,0.0,0
28.05,101,0,0.196645,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
8440.66,50,0,0.095,0.0,0
0.0,1,0,0.154892,0.0,0
22.74,3,0,101.0,0.0,0
18.96,3,0,101.0,0.0,0
15176.68,14,0,0.599538,0.0,0
161.98,2,0,45.955374,0.0,0
6853.19,19,0,0.1,0.0,0
28148.97,4,0,0.59,0.0,0
6.69,9,0,0.050096,0.0,0
0.0,1,0,0.146215,0.0,0
0.0,0,1,0.0,0.0,0
674.96,321,0,1.0,0.0,0
34.83,2,0,15.107449,0.0,0
21.77,3,0,101.0,0.0,0
112.54,3,0,0.125,0.0,0
34383.34,15,0,0.1,0.0,0
0.0,1,0,0.09,0.0,0
0.0,0,1,0.0,0.0,0
2.2,4,0,389.655528,0.0,0
160.63,2,0,12.352366,0.0,0
0.0,1,0,0.174997,0.0,0
157.38,2,0,101.0,0.0,0
87.01,440,0,0.01,0.0,0
0.0,1,0,1.9,0.0,0
0.0,1,0,6.99,0.0,0
2776.28,17,0,0.002,0.0,0
32687.97,27,0,0.095,0.0,0
12144.43,9,0,0.025,0.0,0
19.81,3,0,101.0,0.0,0
224.12,5,0,0.740476,0.0,0
160.85,2,0,16.700478,0.0,0
416.76,231,0,0.009985,0.0,0
18.56,33,0,0.332442,0.0,0
17.78,563,0,0.010005,0.0,0
0.0,0,1,0.0,0.0,0
2453.32,48,0,0.005,0.0,0
0.0,1,0,0.663027,0.0,0
43404.99,3,0,0.006679,0.0,0
161.96,2,0,40.165015,0.0,0
4.78,5,0,0.2,0.0,0
1.32,3,0,0.99,0.0,0
0.0,0,1,0.0,0.0,0
12314.36,11,0,0.3205,0.0,0
0.0,1,0,0.639681,0.0,0
0.0,0,1,0.0,0.0,0
299334.14,3,0,1.009,0.0,0
5558.6,112,0,0.1,0.0,0
26.0,4,0,101.0,0.0,0
1.12,3,0,963.849305,0.0,0
0.0,1,0,0.056296,0.0,0
0.0,0,1,0.0,0.0,0
6.27,4,0,0.49,0.0,0
3292.9,5,0,0.99,0.0,0
67.35,7,0,0.139251,0.0,0
46353.49,29,0,0.389,0.0,0
98.17,19,0,0.004515,0.0,0
3.78,2,0,0.057829,0.0,0
0.0,0,1,0.0,0.0,0
9.88,445,0,0.880818,0.0,0
14527.12,4,0,0.170963,0.0,0
0.0,0,1,0.0,0.0,0
31.59,779,0,0.195072,0.0,0
12.49,103,0,0.095,0.0,0
7.67,472,0,0.04433,0.0,0
23.23,3,0,101.0,0.0,0
8.53,4757,0,0.008,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,0.61459,0.0,0
0.0,1,0,0.03732,0.0,0
0.0,1,0,1.0,0.0,0
105.47,14,0,0.050733,0.0,0
21.71,2,0,42.266,0.0,0
0.0,0,1,0.0,0.0,0
14692.24,7,0,0.248968,0.0,0
0.0,1,0,0.0372,0.0,0
0.0,0,1,0.0,0.0,0
1.87,3,0,0.059228,0.0,0
1503.67,429,0,0.0012,0.0,0
0.0,1,0,73.0,0.0,0
158.55,2,0,2.029381,0.0,0
165.55,2,0,4.211495,0.0,0
5.9,210,0,1.03284,0.0,0
22.62,3,0,101.0,0.0,0
0.0,0,1,0.0,0.0,0
250.67,20,0,0.046781,0.0,0
22.29,3,0,101.0,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
1.93,2,0,0.001562,0.0,0
13836.46,86,0,0.011906,0.0,0
10246.23,2,0,2.995,0.0,0
163746.89,2,0,0.002468,0.0,0
163.78,2,0,1.844121,0.0,0
2907.87,299,0,0.002108,0.0,0
1357.2,7,0,0.067042,0.0,0
0.0,0,1,0.0,0.0,0
313.65,701,0,0.0156,0.0,0
14493.71,39,0,0.078748,0.0,0
45.76,2676,0,0.025,0.0,0
8.07,4,0,5.462244,0.0,0
84.67,12,0,0.200001,0.0,0
24971.61,31,0,0.007395,0.0,0
0.0,0,1,4.997787,0.0,0
9602.37,34,0,0.123839,0.0,0
21.63,3,0,101.0,0.0,0
1169.15,44,0,0.002,0.0,0
19.97,3,0,101.0,0.0,0
150192.43,4,0,0.13099,0.0,0
15.06,16,0,0.14815,0.0,0
5.74,5,0,0.035875,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
156.47,2,0,101.0,0.0,0
6543.61,11,0,1.632412,0.0,0
67879.23,3,0,3.0,0.0,0
0.0,0,1,0.0,0.0,0
22.29,3,0,101.0,0.0,0
3869.18,217,0,0.01433,0.0,0
0.0,1,0,7.174083,0.0,0
161.55,2,0,19.873121,0.0,0
22.91,3,0,101.0,0.0,0
287.78,1058,0,0.0,0.0,0
138.41,178,0,0.010037,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
5.71,3,0,678.827885,0.0,0
5456.2,120,0,0.0,0.0,0
0.0,1,0,1.11225,0.0,0
0.0,0,1,0.0,0.0,0
160.22,2,0,101.0,0.0,0
0.0,0,1,0.0,0.0,0
26.2,4,0,150.0,0.0,0
0.0,0,1,0.0,0.0,0
1.56,3,0,524.640498,0.0,0
161.67,2,0,45.59757,0.0,0
163.68,2,0,34.627328,0.0,0
12.57,73,0,0.095555,0.0,0
14.97,9,0,0.429093,0.0,0
5.52,7,0,0.051372,0.0,0
0.77,9,0,0.03,0.0,0
28.23,510,0,0.250666,0.0,0
0.75,5,0,0.218094,0.0,0
511.66,30,0,0.082511,0.0,0
127.97,226,0,0.202055,0.0,0
118318.1,6,0,0.98,0.0,0
190984.02,2,0,0.127649,0.0,0
21.94,3,0,101.0,0.0,0
163.09,2,0,15.349914,0.0,0
