a1,a4,a6,a9,a31,Class
0.0,0,1,0.0,0.0,0
162.67,2,0,3.874893,0.0,0
0.0,1,0,2.655173,0.0,0
4212.31,6,0,0.0008,0.0,0
11859.4,31,0,0.004976,0.0,0
2.48,3,0,644.748373,0.0,0
0.0,1,0,0.049346,0.0,0
160.85,2,0,44.460639,0.0,0
162.92,2,0,101.0,0.0,0
25.67,3,0,31.131708,0.0,0
0.0,1,0,0.39067,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,0.035,0.0,0
738.38,578,0,0.015,0.0,0
5450.02,34,0,0.0044,0.0,0
22.26,3,0,101.0,0.0,0
162.05,2,0,15.979538,0.0,0
163.02,2,0,101.0,0.0,0
23.21,3,0,101.0,0.0,0
984.61,48,0,0.1,0.0,0
800.54,161,0,0.003337,0.0,0
0.0,1,0,0.03,0.0,0
0.0,0,0,0.001,0.0,0
0.0,0,1,0.0,0.0,0
4751.72,27,0,0.005,0.0,0
19507.26,8,0,0.005,0.0,0
5161.43,26,0,0.0001,0.0,0
34.77,50,0,0.055823,0.0,0
17.94,39,0,0.089,0.0,0
636.62,113,0,0.048144,0.0,0
155.76,5214,0,0.001,0.0,0
0.0,1,0,0.1,0.0,0
18.13,3,0,31.869197,0.0,0
13676.14,10,0,0.002,0.0,0
6034.56,72,0,0.01,0.0,0
16.9,3,0,101.0,0.0,0
17171.6,45,0,0.0,0.0,0
0.0,0,0,0.0,0.0,0
14.59,4,0,101.0,0.0,0
2469.73,4,0,0.1,0.0,0
1924.15,45,0,0.022218,0.0,0
10777.03,21,0,1.97,0.0,0
3489.53,62,0,0.011475,0.0,0
0.0,1,0,1.0,0.0,0
0.0,1,0,5.994792,0.0,0
161.28,2,0,1.298741,0.0,0
0.0,1,0,1.0,0.0,0
19892.7,33,0,1.284,0.0,0
20.07,3,0,0.0697,0.0,0
105.77,2,0,3.18888,0.0,0
2.5,4,0,40.5391,0.0,0
2.77,9994,0,0.1,0.0,0
163.9,2,0,101.0,0.0,0
0.0,1,0,0.095,0.0,0
3.27,2,0,0.043165,0.0,0
15.0,13,0,0.894505,0.0,0
2.38,3,0,636.027926,0.0,0
23.39,3,0,101.0,0.0,0
55.57,217,0,0.00204,0.0,0
0.0,0,1,0.0,0.0,0
15.96,2,0,0.54748,0.0,0
0.0,1,0,0.861997,0.0,0
0.0,1,0,0.1,0.0,0
492.76,8,0,0.09174,0.0,0
0.0,0,1,0.0,0.0,0
22.72,3,0,101.0,0.0,0
10561.92,22,0,0.040153,0.0,0
154657.51,3,0,1.689931,0.0,0
2.73,2,0,17.014834,0.0,0
18.32,3,0,101.0,0.0,0
454.38,11,0,0.020378,0.0,0
163.47,2,0,2.40966,0.0,0
25531.52,27,0,0.0,0.0,0
2752.07,55,0,1.067916,0.0,0
0.0,0,0,8.5,0.0,0
0.0,1,0,19.99895,0.0,0
9305.88,2,0,2.476232,0.0,0
20.77,3,0,101.0,0.0,0
85.6,202,0,0.005397,0.0,0
162.23,2,0,48.960302,0.0,0
9521.8,33,0,0.014738,0.0,0
8949.04,19,0,0.01,0.0,0
2.95,14,0,0.121182,0.0,0
7.48,7,0,1.99,0.0,0
3610.63,13,0,0.023066,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,1.321723,0.0,0
155.95,2,0,101.0,0.0,0
0.0,0,1,0.0,0.0,0
25.48,3,0,33.316011,0.0,0
19.43,4,0,14.274463,0.0,0
3832.66,39,0,0.01347,0.0,0
20.52,3,0,101.0,0.0,0
5866.71,6,0,24.99,0.0,0
5938.07,25,0,0.005,0.0,0
23.98,1289,0,0.0,0.0,0
18.77,5,0,0.005,0.0,0
22351.04,18,0,0.001487,0.0,0
0.0,0,1,0.0,0.0,0
159.14,2,0,45.129696,0.0,0
535.04,1704,0,0.0,0.0,0
13430.7,53,0,0.09,0.0,0
0.0,0,1,0.0,0.0,0
3.65,4,0,9.996362,0.0,0
106.33,3,0,22.587241,0.0,0
0.0,0,1,0.0,0.0,0
14.27,1978,0,0.010018,0.0,0
2623.88,2,0,2.57,0.0,0
0.0,0,1,0.0,0.0,0
2.97,3,0,102.600415,0.0,0
2614.2,126,0,0.0,0.0,0
34.84,3,0,2.0,0.0,0
15.61,5,0,1.0,0.0,0
27.93,12,0,0.0001,0.0,0
914.86,27,0,0.001111,0.0,0
21.39,3,0,101.0,0.0,0
3.14,482,0,0.199942,0.0,0
21.94,3,0,101.0,0.0,0
5.14,779,0,2.085653,0.0,0
0.0,0,1,1.0,0.0,0
158.4,2,0,44.673373,0.0,0
67691.12,2,0,0.70927,0.0,0
163.83,2,0,101.0,0.0,0
0.0,1,0,1.003982,0.0,0
14.79,2879,0,0.010005,0.0,0
11200.08,18,0,0.05,0.0,0
3221.64,283,0,0.00763,0.0,0
0.0,1,0,0.53,0.0,0
9174.48,103,0,0.012692,0.0,0
9676.37,7,0,0.06,0.0,0
18424.89,9,0,1.0,0.0,0
0.0,1,0,4.395,0.0,0
6900.67,141,0,0.002108,0.0,0
0.0,1,0,1.99,0.0,0
0.0,0,1,0.0,0.0,0
21.65,3,0,101.0,0.0,0
9673.63,36,0,0.007,0.0,0
162.22,2,0,29.278805,0.0,0
8576.44,33,0,0.01,0.0,0
161.04,2,0,46.527963,0.0,0
120411.9,3,0,9.0,0.0,0
2.58,4,0,942.711272,0.0,0
4446.65,10,0,0.004,0.0,0
55.7,31,0,0.651035,0.0,0
160.03,2,0,13.906797,0.0,0
0.0,1,0,0.470629,0.0,0
161.45,2,0,48.791402,0.0,0
163780.12,2,0,0.002465,0.0,0
0.0,1,0,4.995,0.0,0
0.0,0,1,0.0,0.0,0
24.29,3,0,34.009388,0.0,0
6416.37,95,0,0.18,0.0,0
0.0,0,0,0.0,0.0,0
14773.89,17,0,0.114118,0.0,0
54345.49,2,0,7.1,0.0,0
3.3,9,0,0.2,0.0,0
0.0,1,0,0.120301,0.0,0
162.42,2,0,101.0,0.0,0
1.47,4,0,555.530899,0.0,0
6.22,101,0,0.103736,0.0,0
0.0,1,0,0.953062,0.0,0
162.92,2,0,2.784837,0.0,0
19.12,3,0,101.0,0.0,0
3.66,3,0,1.99895,0.0,0
1199.39,234,0,0.0,0.0,0
106.52,3,0,24.605966,0.0,0
14076.0,46,1,0.0,0.0,0
36.77,271,0,0.010035,0.0,0
156.87,2,0,26.567756,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,3.15,0.0,0
8782.87,57,0,0.05,0.0,0
0.81,21,0,0.021315,0.0,0
0.0,1,0,0.015,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
10.98,1407,0,0.099993,0.0,0
2011.12,39,0,0.267,0.0,0
0.0,0,1,0.0,0.0,0
9571.15,32,0,2.536319,0.0,0
0.0,0,1,0.0,0.0,0
10269.07,8,0,0.540383,0.0,0
1666.38,38,0,0.001418,0.0,0
5.14,9,0,0.026133,0.0,0
158.55,2,0,41.181324,0.0,0
0.0,0,0,0.05,0.0,0
158.66,2,0,101.0,0.0,0
1211.93,2,0,0.015336,0.0,0
25.14,3,0,11.622077,0.0,0
0.0,1,0,11.0,0.0,0
10.77,1507,0,0.010253,0.0,0
4481.0,64,0,0.01,0.0,0
72346.7,5,0,0.001989,0.0,0
50.84,603,0,0.021218,0.0,0
164.7,2,0,101.0,0.0,0
0.0,0,1,0.0,0.0,0
1.93,2,0,0.290059,0.0,0
0.0,1,0,22.0,0.0,0
83.87,190,0,0.100048,0.0,0
160.54,2,0,36.020171,0.0,0
0.0,0,1,0.0,0.0,0
32.43,481,0,0.010001,0.0,0
0.0,1,0,5.0,0.0,0
1739.48,3,0,1.0,0.0,0
0.0,1,0,0.61,0.0,0
108.18,3,0,8.856489,0.0,0
566.78,57,0,0.005391,0.0,0
33.41,3,0,101.0,0.0,0
0.0,1,0,0.295,0.0,0
161.87,2,0,101.0,0.0,0
4.93,2,0,0.2,0.0,0
823.89,9,0,0.022486,0.0,0
1144.86,109,0,0.0,0.0,0
2365.36,21,0,0.2492,0.0,0
0.0,0,1,0.0,0.0,0
2843.38,25,0,0.009537,0.0,0
692.16,56,0,0.02,0.0,0
101.46,3,0,101.0,0.0,0
4.2,5,0,1.0,0.0,0
21.68,3,0,101.0,0.0,0
546.06,135,0,10.026984,0.0,0
7.1,3,0,504.190985,0.0,0
0.0,0,0,0.05603,0.0,0
0.0,0,0,0.0,0.0,0
230.52,203,0,0.017877,0.0,0
1043.02,4,0,0.029651,0.0,0
11202.05,16,0,1e-05,0.0,0
160.58,2,0,101.0,0.0,0
164.72,2,0,49.757029,0.0,0
18514.48,34,0,1.0,0.0,0
107.63,3,0,101.0,0.0,0
10015.17,13,0,0.030397,0.0,0
2.12,4,0,636.951252,0.0,0
0.0,0,1,0.0,0.0,0
14.84,7,0,101.0,0.0,0
17.13,3,0,101.0,0.0,0
47.23,42,0,0.05014,0.0,0
3084.25,10,0,0.045341,0.0,0
1976.45,22,0,0.4964,0.0,0
0.0,1,0,0.173792,0.0,0
0.0,1,0,0.1,0.0,0
21.36,3,0,101.0,0.0,0
18.53,3,0,101.0,0.0,0
40686.65,10,0,0.73,0.0,0
2818.92,190,0,0.3,0.0,0
1861.95,283,0,0.0,0.0,0
0.0,1,0,1.000179,0.0,0
161.92,2,0,49.33813,0.0,0
0.0,1,0,0.597475,0.0,0
0.0,1,0,0.995,0.0,0
0.0,0,1,0.0,0.0,0
202471.56,3,0,0.111318,0.0,0
33.44,3,0,101.0,0.0,0
160.61,2,0,13.480099,0.0,0
3.27,3,0,381.042718,0.0,0
2029.44,100,0,0.0123,0.0,0
46332.51,6,0,1.516486,0.0,0
0.0,1,0,2.325925,0.0,0
0.0,0,1,0.0,0.0,0
1084.37,261,0,0.028149,0.0,0
0.0,0,1,0.0,0.0,0
5.16,5,0,0.131756,0.0,0
41816.88,8,0,0.01,0.0,0
42862.41,6,0,0.198485,0.0,0
17521.42,14,0,1.46236,0.0,0
21.0,3,0,101.0,0.0,0
26855.44,29,0,0.0,0.0,0
165.65,2,0,101.0,0.0,0
164.28,2,0,101.0,0.0,0
12214.73,44,0,0.000472,0.0,0
0.0,1,0,23.944569,0.0,0
22.48,3,0,101.0,0.0,0
1520.24,86,0,0.001,0.0,0
377913.42,2,0,1.0,0.0,0
0.0,1,0,3.0,0.0,0
9988.21,7,0,0.004,0.0,0
22.27,1261,0,0.101082,0.0,0
0.0,0,1,0.0,0.0,0
3.76,43,0,0.003909,0.0,0
0.0,0,1,0.0,0.0,0
348.76,178,0,0.0,0.0,0
125.71,132,0,0.050006,0.0,0
0.0,1,0,0.073643,0.0,0
7254.65,6,0,0.040818,0.0,0
163.33,2,0,101.0,0.0,0
3.09,3,0,942.850538,0.0,0
31.07,172,0,0.0979,0.0,0
7.17,3,0,0.3966,0.0,0
160.8,2,0,46.658558,0.0,0
21.81,3,0,101.0,0.0,0
87.41,44,0,0.026239,0.0,0
0.0,1,0,1.016519,0.0,0
2018.85,35,0,0.010413,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,0.454387,0.0,0
0.0,0,0,3.77,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
160.91,2,0,49.008322,0.0,0
162.18,2,0,40.734961,0.0,0
0.0,0,1,0.0,0.0,0
7.14,5089,0,0.995,0.0,0
161.04,2,0,33.93296,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.036506,0.0,0
0.0,1,0,0.199608,0.0,0
73.72,153,0,0.013249,0.0,0
51087.09,8,0,0.014673,0.0,0
0.0,0,1,0.0,0.0,0
162.18,2,0,31.356211,0.0,0
31730.32,12,0,0.095,0.0,0
0.0,1,0,0.240521,0.0,0
3.94,3,0,639.830076,0.0,0
187079.53,4,0,0.09,0.0,0
41.24,1180,0,0.1,0.0,0
48.35,156,0,0.99,0.0,0
0.0,1,0,0.25,0.0,0
0.67,2,0,4.495,0.0,0
0.0,0,1,0.0,0.0,0
6.67,3,0,0.55,0.0,0
2.64,43,0,0.005,0.0,0
18509.58,8,0,0.014,0.0,0
49270.89,4,0,9.994264,0.0,0
0.0,0,1,0.0,0.0,0
2.43,8,0,0.5,0.0,0
0.0,1,0,0.999118,0.0,0
22.21,3,0,101.0,0.0,0
156.18,2,0,101.0,0.0,0
0.0,1,0,0.070631,0.0,0
828.93,13,0,0.050055,0.0,0
17.44,526,0,0.077555,0.0,0
64308.21,16,0,0.2,0.0,0
15443.73,81,0,0.109574,0.0,0
0.0,1,0,1.643362,0.0,0
6.99,21,0,0.045005,0.0,0
161.67,2,0,21.327671,0.0,0
1106.47,152,0,0.7,0.0,0
2.18,7,0,1.00363,0.0,0
0.0,0,1,0.0,0.0,0
3.94,5,0,1.0,0.0,0
19.62,3,0,101.0,0.0,0
2.19,53,0,0.053145,0.0,0
83.74,8,0,0.005,0.0,0
233.27,30,0,0.01875,0.0,0
22.85,3,0,23.896209,0.0,0
1755.04,120,0,0.010885,0.0,0
3475.29,18,0,0.050011,0.0,0
0.0,0,1,0.0,0.0,0
23.71,3,0,12.036268,0.0,0
30.23,2,0,1.531476,0.0,0
0.0,0,1,0.0,0.0,0
42022.48,13,0,7.718505,0.0,0
2.29,3,0,0.15,0.0,0
0.0,1,0,5.0,0.0,0
157.49,2,0,101.0,0.0,0
4774.08,65,0,0.014941,0.0,0
0.0,1,0,4.5,0.0,0
606.15,510,0,0.0,0.0,0
0.0,0,1,0.0,0.0,0
165.75,2,0,10.555321,0.0,0
6757.46,49,0,0.002782,0.0,0
158.08,2,0,29.622578,0.0,0
1638.19,48,0,0.05,0.0,0
24419.57,6,0,0.607,0.0,0
9841.52,60,0,0.0,0.0,0
160.38,2,0,38.09818,0.0,0
7609.51,56,0,0.054536,0.0,0
0.0,1,0,0.890309,0.0,0
24.32,3,0,19.025571,0.0,0
25.88,2,0,101.0,0.0,0
154.87,2,0,101.0,0.0,0
109.47,3,0,101.0,0.0,0
161.24,2,0,49.722086,0.0,0
8.45,356,0,0.010193,0.0,0
0.0,1,0,0.869489,0.0,0
18.32,3,0,101.0,0.0,0
106.47,3,0,39.434339,0.0,0
160.85,2,0,45.556702,0.0,0
54.81,24,0,0.100181,0.0,0
430287.67,2,0,4.995,0.0,0
17.87,214,0,0.009155,0.0,0
6803.29,16,0,0.083738,0.0,0
160.84,2,0,19.338289,0.0,0
4.09,10,0,0.004,0.0,0
30546.43,3,0,0.025,0.0,0
12.84,25,0,0.050666,0.0,0
0.0,1,0,0.047442,0.0,0
8.2,24,0,0.032616,0.0,0
0.0,1,0,0.099118,0.0,0
153.28,2,0,101.0,0.0,0
10.37,265,0,0.078852,0.0,0
21.32,3,0,101.0,0.0,0
0.0,0,1,0.0,0.0,0
17.06,3,0,101.0,0.0,0
5.7,126,0,0.746,0.0,0
24345.2,13,0,0.002569,0.0,0
1888.98,12,0,0.0,0.0,0
0.0,0,1,0.0,0.0,0
10.3,16,0,0.201218,0.0,0
46.63,72,0,0.051037,0.0,0
16915.18,13,0,0.02,0.0,0
1142.47,123,0,0.020226,0.0,0
7184.14,32,0,0.030024,0.0,0
4384.05,90,0,0.00938,0.0,0
8.46,255,0,0.010007,0.0,0
9.09,19,0,0.0001,0.0,0
1.02,3,0,0.1,0.0,0
15.68,1384,0,0.001937,0.0,0
15331.14,11,0,0.01,0.0,0
11.86,11,0,10.85917,0.0,0
10.02,14,0,0.010967,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
163.02,2,0,101.0,0.0,0
14.28,2,0,0.05,0.0,0
157.83,2,0,101.0,0.0,0
160.91,2,0,34.027197,0.0,0
1831.69,4,0,0.001,0.0,0
0.0,1,0,2.025128,0.0,0
3240.19,14,0,0.288226,0.0,0
1.56,3,0,98.3879,0.0,0
12124.02,34,0,0.01,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,1.999496,0.0,0
8600.97,4,0,4.995,0.0,0
134.38,3,0,0.146333,0.0,0
0.0,0,1,3.05,0.0,0
247.38,29,0,0.429026,0.0,0
23.9,379,0,0.100007,0.0,0
265.42,3456,0,0.006481,0.0,0
103.15,3,0,101.0,0.0,0
0.0,1,0,4.997275,0.0,0
12681.07,2,0,0.242329,0.0,0
4244.56,133,0,0.0,0.0,0
12564.3,74,0,0.0,0.0,0
234.14,9,0,0.059887,0.0,0
17491.39,6,0,0.709496,0.0,0
0.0,0,1,0.0,0.0,0
196.48,300,0,0.1,0.0,0
0.0,0,1,0.0,0.0,0
946.38,23,0,0.358018,0.0,0
2.53,4,0,0.524744,0.0,0
4.38,10,0,0.574,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,0.15,0.0,0
7827.86,23,0,0.01,0.0,0
17.53,4,0,101.0,0.0,0
2.87,2,0,1.567444,0.0,0
0.0,0,1,0.0,0.0,0
31.44,3,0,0.25,0.0,0
436.97,50,0,0.14036,0.0,0
106.93,3,0,12.394327,0.0,0
157.09,2,0,101.0,0.0,0
0.0,0,1,0.0,0.0,0
4.79,3,0,0.1,0.0,0
161.68,2,0,101.0,0.0,0
0.0,0,1,0.0,0.0,0
162.88,2,0,15.591498,0.0,0
162.87,2,0,43.773867,0.0,0
116.73,7,0,4.668217,0.0,0
2.97,6,0,0.1,0.0,0
1953.85,64,0,0.19,0.0,0
0.0,0,1,0.0,0.0,0
20.16,3,0,101.0,0.0,0
0.0,1,0,20.009559,0.0,0
161.78,2,0,32.053552,0.0,0
1398.72,35,0,0.013311,0.0,0
15.23,3,0,101.0,0.0,0
161.31,2,0,12.528827,0.0,0
162.55,2,0,41.329687,0.0,0
0.0,0,1,0.0,0.0,0
250.97,1187,0,0.5,0.0,0
0.0,1,0,1.133862,0.0,0
0.0,1,0,0.99895,0.0,0
43135.78,8,0,0.00064,0.0,0
0.0,0,1,0.251238,0.0,0
13.05,160,0,0.195015,0.0,0
109.0,3,0,3.397909,0.0,0
5.1,4,0,0.5,0.0,0
3697.28,22,0,0.2,0.0,0
20.97,7,0,2.340028,0.0,0
0.0,0,1,0.0,0.0,0
22.26,3,0,101.0,0.0,0
39.35,5,0,0.98,0.0,0
0.0,1,0,2.0,0.0,0
15648.16,19,0,0.06986,0.0,0
4274.43,7,0,10.0,0.0,0
16.24,4,0,101.0,0.0,0
495.25,67,0,0.002353,0.0,0
145.07,95,0,0.20002,0.0,0
163.77,2,0,32.49582,0.0,0
0.0,0,1,0.0,0.0,0
24.56,3,0,9.922152,0.0,0
20.96,3,0,101.0,0.0,0
26946.84,13,0,0.02883,0.0,0
2.29,3,0,560.09874,0.0,0
0.0,1,0,1.0,0.0,0
444.0,218,0,0.005815,0.0,0
0.0,1,0,11.0,0.0,0
106.92,470,0,0.003711,0.0,0
1799.36,11,0,0.01,0.0,0
161.47,2,0,101.0,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,2.005,0.0,0
42.28,590,0,5.0,0.0,0
163.83,2,0,101.0,0.0,0
0.0,1,0,22.0,0.0,0
0.0,0,1,0.0,0.0,0
1.82,3,0,941.339102,0.0,0
7.34,220,0,0.010016,0.0,0
9.02,441,0,0.146717,0.0,0
3.33,3,0,1.0,0.0,0
15.07,11,0,9.0,0.0,0
4913.51,12,0,0.013277,0.0,0
25627.6,4,0,0.2394,0.0,0
81434.83,10,0,0.011613,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
1465.14,6,0,0.999,0.0,0
0.0,1,0,0.884182,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
22.77,3,0,101.0,0.0,0
231.69,2,0,0.8,0.0,0
0.0,1,0,2.989831,0.0,0
7071.24,23,0,0.005,0.0,0
9185.8,3,0,0.010046,0.0,0
6.21,13,0,0.404882,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,12.0,0.0,0
0.0,0,1,0.0,0.0,0
3561.93,19,0,0.199,0.0,0
13.99,13,0,1.0,0.0,0
7.26,3,0,0.708847,0.0,0
25.19,3,0,43.507541,0.0,0
93.4,98,0,0.5,0.0,0
4.91,3,0,899.379886,0.0,0
393.44,38,0,0.200399,0.0,0
23.33,3,0,16.931091,0.0,0
5.41,5,0,8.44,0.0,0
164.72,2,0,3.459925,0.0,0
24.38,4,0,0.4606,0.0,0
2.44,19,0,0.062813,0.0,0
6.18,2,0,1.995,0.0,0
0.0,0,0,0.003964,0.0,0
490.88,157,0,5.0,0.0,0
7.76,15,0,0.02014,0.0,0
0.0,0,1,0.0,0.0,0
1719.45,86,0,0.0,0.0,0
2.86,3,0,836.188399,0.0,0
23.57,23,0,0.0,0.0,0
3446.13,45,0,0.047207,0.0,0
1640.1,165,0,0.001,0.0,0
351.78,17,0,0.001,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
24.18,3,0,17.090661,0.0,0
0.0,1,0,1.23035,0.0,0
3.2,101,0,4079.146006,0.0,0
1.77,3,0,524.419555,0.0,0
155.89,2,0,101.0,0.0,0
5.59,3,0,2.9468,0.0,0
163.26,2,0,45.063564,0.0,0
0.57,22,0,0.014103,0.0,0
23.13,3,0,101.0,0.0,0
0.0,1,0,1.816016,0.0,0
87.11,9,0,0.698729,0.0,0
12011.55,2,0,0.122295,0.0,0
160.89,2,0,45.271663,0.0,0
1728.41,41,0,0.010046,0.0,0
3.27,2511,0,6.3e-05,0.0,0
0.0,0,1,0.0,0.0,0
51.06,44,0,0.049011,0.0,0
160.75,2,0,19.030288,0.0,0
0.0,0,1,0.0,0.0,0
10143.89,77,0,0.018619,0.0,0
31007.59,3,0,0.018234,0.0,0
159.49,2,0,46.368926,0.0,0
3.9,4,0,0.19,0.0,0
136401.79,3,0,0.1,0.0,0
29.08,52,0,0.005,0.0,0
0.75,4,0,0.018861,0.0,0
3.07,32,0,0.265,0.0,0
23.99,9998,6453,1.0,0.0,0
21.6,109,0,0.098572,0.0,0
21.23,3,0,101.0,0.0,0
353.75,69,0,0.036613,0.0,0
0.0,1,0,0.989616,0.0,0
162.6,2,0,10.185109,0.0,0
4728.66,42,0,0.01,0.0,0
16.92,3,0,101.0,0.0,0
162.61,2,0,101.0,0.0,0
0.0,1,0,6.121828,0.0,0
9930.62,4,0,0.005,0.0,0
6.68,4938,0,0.251752,0.0,0
314.1,9,0,0.10605,0.0,0
12.18,2,0,1.0,0.0,0
162.38,2,0,45.81359,0.0,0
14.42,5,0,0.1,0.0,0
0.0,1,0,10.0,0.0,0
16.23,7,0,0.249538,0.0,0
0.0,1,0,0.001,0.0,0
0.0,0,1,0.0,0.0,0
33.41,3,0,101.0,0.0,0
23.84,129,0,23.5,0.0,0
1065.16,19,0,0.010007,0.0,0
19.0,129,0,1.0,0.0,0
2.08,2,0,8.0,0.0,0
66981.25,6,0,0.003,0.0,0
64.43,5,0,11.566882,0.0,0
36870.46,10,0,0.569,0.0,0
0.0,0,1,0.0,0.0,0
22.16,3,0,101.0,0.0,0
0.0,1,0,0.301444,0.0,0
0.0,0,0,0.005,0.0,0
53177.39,4,0,29.999528,0.0,0
160.91,2,0,7.062603,0.0,0
336.06,682,0,0.000275,0.0,0
161.62,2,0,44.501711,0.0,0
159.08,2,0,101.0,0.0,0
0.0,1,0,1.509802,0.0,0
0.0,0,1,0.0,0.0,0
115.44,87,0,0.011235,0.0,0
162.42,2,0,101.0,0.0,0
110.22,3,0,101.0,0.0,0
0.0,1,0,0.510483,0.0,0
1076.29,43,0,0.0,0.0,0
0.0,0,1,0.0,0.0,0
5.38,5,0,50.0,0.0,0
0.0,0,1,0.0,0.0,0
26.29,3,0,23.344561,0.0,0
10090.59,3,0,0.505634,0.0,0
0.0,1,0,0.199026,0.0,0
2.93,3,0,837.854645,0.0,0
1.77,3,0,523.471691,0.0,0
1594.06,9,0,0.625378,0.0,0
2.23,4,0,99.010986,0.0,0
0.0,0,1,0.0,0.0,0
206.49,561,0,0.01,0.0,0
3.17,102,0,4078.142838,0.0,0
279.07,16,0,0.049009,0.0,0
157.6,2,0,101.0,0.0,0
165.23,2,0,101.0,0.0,0
0.0,0,1,0.020031,0.0,0
0.0,0,1,0.0,0.0,0
110911.88,2,0,0.126268,0.0,0
23.19,3,0,101.0,0.0,0
52.17,233,0,0.12,0.0,0
22.17,3,0,101.0,0.0,0
5356.77,75,0,0.0,0.0,0
0.0,0,1,0.0,0.0,0
0.0,1,0,0.580802,0.0,0
2.11,3,0,369.715168,0.0,0
8088.05,27,0,0.0,0.0,0
16130.32,12,0,0.040104,0.0,0
100216.7,2,0,0.09475,0.0,0
22.06,2084,0,3.4e-05,0.0,0
45814.78,2,0,0.025,0.0,0
1972.54,70,0,0.001159,0.0,0
25686.18,17,0,0.1,0.0,0
3.71,3,0,412.509916,0.0,0
0.0,0,1,0.0,0.0,0
16.71,4967,0,0.001071,0.0,0
1172.83,6,0,0.1,0.0,0
4756.98,5,0,11.0,0.0,0
0.28,2,0,0.627952,0.0,0
0.0,1,0,2.010292,0.0,0
3.77,3,0,0.11,0.0,0
156.25,2,0,101.0,0.0,0
0.0,0,0,3.0,0.0,0
17.39,6,0,0.018106,0.0,0
6923.87,6,0,0.0236,0.0,0
11413.56,14,0,0.003163,0.0,0
42580.03,3,0,0.0003,0.0,0
0.0,0,1,0.0,0.0,0
149.74,15,0,0.052954,0.0,0
46.36,2,0,0.494359,0.0,0
19490.75,31,0,0.084472,0.0,0
3989.37,13,0,1.010444,0.0,0
28.51,523,0,0.751817,0.0,0
161.78,2,0,34.231102,0.0,0
24508.52,6,0,3.995,0.0,0
3.72,3,0,0.995,0.0,0
5.34,4940,0,0.104312,0.0,0
0.0,1,0,0.079231,0.0,0
843.21,10,0,0.495,0.0,0
1.72,3,0,933.939591,0.0,0
0.0,0,1,0.0,0.0,0
3.85,3,0,448.331511,0.0,0
1.92,4,0,635.533482,0.0,0
5.39,3,0,1.495,0.0,0
5.98,63,0,4224.481723,0.0,0
58.7,287,0,0.20007,0.0,0
9.9,4,0,1.001,0.0,0
17.57,4,0,11.728616,0.0,0
155.84,2,0,101.0,0.0,0
0.0,1,0,5.67321,0.0,0
11.68,9,0,0.28,0.0,0
0.0,1,0,60.0,0.0,0
71.88,221,0,0.010007,0.0,0
0.0,1,0,0.1,0.0,0
0.0,1,0,3.696436,0.0,0
599.62,2052,3,0.0,0.0,0
870.43,173,0,0.010023,0.0,0
418.51,215,0,0.001,0.0,0
0.0,0,1,0.0,0.0,0
0.0,0,1,0.0,0.0,0
28.63,990,0,0.086862,0.0,0
3.8,3,0,425.510653,0.0,0
0.0,0,1,0.0,0.0,0
1812.55,15,0,0.050008,0.0,0
3.54,9,0,0.001,0.0,0
3.76,3,0,921.191979,0.0,0
0.0,0,0,0.0,0.0,0
4.89,4,0,780.219686,0.0,0
0.0,0,1,0.0,0.0,0
8350.1,62,0,0.0,0.0,0
0.0,0,1,0.0,0.0,0
21054.32,8,0,12.5,0.0,0
0.0,1,0,2.339319,0.0,0
0.0,1,0,0.495,0.0,0
16.97,4,0,101.0,0.0,0
0.0,1,0,0.167962,0.0,0
0.0,1,0,0.25,0.0,0
5225.83,4,0,0.079273,0.0,0
0.0,1,0,0.16817,0.0,0
0.0,1,0,3.0,0.0,0
41.35,2,0,0.11,0.0,0
0.0,0,1,0.0,0.0,0
7.4,5,0,1.0,0.0,0
16.37,4,0,44.483019,0.0,0
0.0,1,0,3.999,0.0,0
4.75,855,0,0.00998,0.0,0
53422.09,12,0,0.01,0.0,0
5496.11,55,0,0.102096,0.0,0
0.0,1,0,0.129171,0.0,0
162.46,2,0,3.60679,0.0,0
3185.55,11,0,0.945299,0.0,0
2111.31,13,0,0.019,0.0,0
3.66,9,0,0.016092,0.0,0
0.0,0,1,0.0,0.0,0
5499.34,9,0,0.329357,0.0,0
504.74,13,0,0.068516,0.0,0
