a46,a3,a47,a23,a28,a45,a18,a20,a30,a24,Class
270,260605.87,226,4.0,4.0,4.0,2,0.3,4.0,82.27254696,0
270,319309.53,119,2.0,2.0,2.0,154,191.1084136,2.0,3.304798357,0
4,674.95,3,0.0,0.0,0.0,2,3.0,0.0,0.0,0
270,226788.17,119,2.0,2.0,2.0,116,20.53671112,2.0,1.183573899,0
4,51.95,3,0.0,0.0,0.0,2,0.097559,0.0,0.0,0
270,4330.22,436,7.0,6.0,7.0,5,1.731452203,7.0,324.1960477,0
230,265214.08,361,7.0,3.0,2.0,6,11.008,2.0,3.3e-07,0
270,201114.6,308,1.0,1.0,1.0,115,39.15981527,1.0,0.723675411,0
123,130590.05,223,6.0,2.0,2.0,9,0.12546395,2.0,90.69021839,0
270,803589.3,308,3.0,3.0,3.0,23,1073.13152,3.0,612.2838287,0
270,776995.78,401,15.0,11.0,15.0,87,15.82221171,15.0,8548.280782,0
270,1256144.62,401,2.0,2.0,2.0,1664,839.5553528,2.0,9.05e-09,0
4,68.37,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,1339.3,3,0.0,0.0,0.0,3,2.0659311,0.0,0.0,0
270,319318.58,119,4.0,4.0,4.0,129,32.31976434,4.0,7.064813054,0
270,843756.35,401,8.0,6.0,8.0,1149,529.9373086,8.0,20009.01,0
270,88347.02,47,1.0,1.0,1.0,10,81.6427955,1.0,2.0,0
4,13.15,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,15.1,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
270,906247.85,401,2.0,2.0,2.0,831,420.551825,2.0,100.0,0
4,324.73,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
294,87988.67,158,36.0,26.0,20.0,10000,0.616895894,20.0,8558.112894,0
101,251870.42,64,46.0,22.0,15.0,49,19.29093731,16.0,104074.4279,0
223,141805.97,353,70.0,16.0,13.0,89,159.9836038,13.0,155141.316,0
270,394304.23,465,1.0,1.0,1.0,217,142.1165359,1.0,1e-12,0
4,501071.13,3,0.0,0.0,0.0,4,6.81220065,0.0,0.0,0
270,60237.23,436,6.0,5.0,6.0,2,2.91,6.0,457.8482858,0
4,102140.12,3,0.0,0.0,0.0,8,22.11563253,0.0,0.0,0
98,980145.68,457,305.0,137.0,103.0,225,144.5132979,106.0,7493724.771,0
4,3391.85,3,0.0,0.0,0.0,4,6.77212271,0.0,0.0,0
4,9994.67,3,0.0,0.0,0.0,8,5.0,0.0,0.0,0
4,191451.85,3,0.0,0.0,0.0,11,6.006630607,0.0,0.0,0
4,7270.62,3,0.0,0.0,0.0,7,4.68,0.0,0.0,0
270,399864.47,465,1.0,1.0,1.0,367,25.48427878,1.0,1e-12,0
4,4.17,3,0.0,0.0,0.0,2,1.1,0.0,0.0,0
4,1284742.27,3,0.0,0.0,0.0,744,333.7633261,0.0,0.0,0
4,3.92,3,0.0,0.0,0.0,3,98.3636065,0.0,0.0,0
270,386465.55,203,13.0,12.0,13.0,4,0.72860901,13.0,275.340331,0
270,601025.25,401,13.0,9.0,13.0,37,9.854608034,13.0,2036.885451,0
270,190001.52,308,2.0,2.0,2.0,42,13.12228774,2.0,69.16903988,0
4,62320.25,3,0.0,0.0,0.0,16,102.1295605,0.0,0.0,0
270,41008.07,308,1.0,1.0,1.0,2,5.0,1.0,0.376631488,0
4,6.23,3,0.0,0.0,0.0,48,2001.0,0.0,0.0,0
4,322.35,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,209176.72,3,0.0,0.0,0.0,60,0.0918361,0.0,0.0,0
270,100474.43,308,1.0,1.0,1.0,18,787.7214998,1.0,1.509903584,0
270,42393.82,308,1.0,1.0,1.0,2,1.54885256,1.0,0.116669329,0
4,408137.83,3,0.0,0.0,0.0,137,18.01869135,0.0,0.0,0
4,113631.18,3,0.0,0.0,0.0,11,10.25834097,0.0,0.0,0
4,314.92,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,322.95,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,267755.22,3,0.0,0.0,0.0,172,5.218722494,0.0,0.0,0
4,54540.67,3,0.0,0.0,0.0,123,858.462,0.0,0.0,0
270,1891169.67,401,5.0,5.0,5.0,4112,64995.10434,5.0,118.1371191,0
270,89561.72,308,2.0,2.0,2.0,6,60.1,2.0,601.5102246,0
189,536981.08,308,3.0,2.0,2.0,34,124.0214152,2.0,606.7604233,0
4,230217.02,3,0.0,0.0,0.0,5,33.44387,0.0,0.0,0
4,356.88,3,0.0,0.0,0.0,4,0.9969124,0.0,0.0,0
270,874362.07,226,2.0,2.0,2.0,291,55.11542298,2.0,186.8341996,0
253,553557.55,413,1.0,0.0,0.0,8,1.11,0.0,0.0,0
4,65.32,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,17139.98,3,0.0,0.0,0.0,5,0.97757691,0.0,0.0,0
270,1420408.97,401,8.0,6.0,8.0,920,361.1924277,8.0,531.7077834,0
4,6.45,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
220,352296.45,349,36.0,5.0,5.0,71,101.443909,5.0,13078.01115,0
270,145464.3,308,1.0,1.0,1.0,2,0.995,1.0,0.074949666,0
249,422328.02,387,11.0,5.0,4.0,19,23.23888405,4.0,13.55739523,0
4,176465.8,3,0.0,0.0,0.0,242,76.79170838,0.0,0.0,0
237,154447.4,308,6.0,4.0,4.0,19,495.6560139,4.0,252100.0158,0
270,226762.55,119,2.0,2.0,2.0,19,126.8643958,2.0,2.600076974,0
270,226748.1,119,2.0,2.0,2.0,125,57.13392745,2.0,1.902798424,0
102,976006.65,322,43.0,20.0,26.0,35,21.09300543,26.0,862468.2449,0
4,3.92,3,0.0,0.0,0.0,2,1.9995643,0.0,0.0,0
270,391343.0,119,2.0,2.0,2.0,228,196.615141,2.0,0.9120475,0
4,8.27,3,0.0,0.0,0.0,6,2001.0,0.0,0.0,0
270,49806.58,308,1.0,1.0,1.0,5,9.235,1.0,0.376254859,0
270,226755.1,308,1.0,1.0,1.0,108,24.93156573,1.0,0.373441291,0
270,0.0,436,10.0,7.0,10.0,1,35.0,10.0,1785.948987,0
4,310.2,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,890010.87,3,0.0,0.0,0.0,20,7.44936714,0.0,0.0,0
98,1017593.9,154,8.0,4.0,4.0,136,5769.813506,4.0,2815.0,0
4,880400.3,3,0.0,0.0,0.0,17,48.86213363,0.0,0.0,0
4,68.37,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,96160.73,3,0.0,0.0,0.0,13,41.27377799,0.0,0.0,0
229,149730.1,359,24.0,7.0,7.0,126,318.7257356,7.0,190465.7263,0
4,286816.02,3,0.0,0.0,0.0,17,0.75696684,0.0,0.0,0
270,562039.25,135,3.0,3.0,3.0,1393,2191.426851,3.0,100093.0,0
4,102.15,3,0.0,0.0,0.0,2,0.3119353,0.0,0.0,0
270,291464.55,119,4.0,4.0,4.0,113,31.6265243,4.0,4.24266263,0
4,315.47,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,78.4,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,293094.58,3,0.0,0.0,0.0,380,526.5307433,0.0,0.0,0
270,398398.52,465,1.0,1.0,1.0,285,18579.25112,1.0,1e-12,0
270,132996.78,308,1.0,1.0,1.0,12,105.2637501,1.0,0.777221023,0
270,1198237.45,257,4.0,3.0,4.0,297,105.3551839,4.0,387.1200828,0
4,324.1,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,1296.6,3,0.0,0.0,0.0,8,59.531,0.0,0.0,0
98,146014.17,216,48.0,34.0,36.0,10000,187539.6575,36.0,6000020559.0,0
4,324.97,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,71.68,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,130750.77,308,4.0,4.0,4.0,14,824.4,4.0,637.2431914,0
4,674926.03,3,0.0,0.0,0.0,800,2383.265842,0.0,0.0,0
4,7.53,3,0.0,0.0,0.0,6,2001.0,0.0,0.0,0
189,996954.07,308,19.0,10.0,9.0,50,447.6322208,9.0,10531.52106,0
81,148629.67,125,22.0,4.0,4.0,58,44.92723476,4.0,521.4991818,0
4,69.0,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
270,332838.28,436,5.0,5.0,5.0,8,5.19066154,5.0,363.5014809,0
266,307003.17,119,8.0,4.0,4.0,17,37.68049147,4.0,651.0395857,0
4,6239.67,3,0.0,0.0,0.0,2,1.8,0.0,0.0,0
4,322.5,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,72.15,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,1002497.0,3,0.0,0.0,0.0,25,2317.234562,0.0,0.0,0
4,97.55,3,0.0,0.0,0.0,2,5.0,0.0,0.0,0
4,301013.98,3,0.0,0.0,0.0,14,45.01231258,0.0,0.0,0
270,226775.5,119,2.0,2.0,2.0,99,19.36612739,2.0,0.932390923,0
270,15746.02,323,37.0,24.0,14.0,10000,0.0,14.0,7718.788989,0
4,88331.55,3,0.0,0.0,0.0,6,31.07241158,0.0,0.0,0
4,58520.67,3,0.0,0.0,0.0,3,0.6,0.0,0.0,0
270,885117.53,401,14.0,10.0,14.0,13,86.58083892,14.0,3691.13013,0
4,173.47,3,0.0,0.0,0.0,2,0.1,0.0,0.0,0
4,72.45,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
294,1127393.0,244,31.0,19.0,25.0,304,270.2408993,25.0,4615527.039,0
260,927539.2,398,8.0,1.0,1.0,96,48.31729602,1.0,40349.41928,0
4,320.15,3,0.0,0.0,0.0,2,0.02389988,0.0,0.0,0
4,65629.95,3,0.0,0.0,0.0,8,22.17,0.0,0.0,0
270,226775.6,119,2.0,2.0,2.0,110,20.81543511,2.0,1.174400987,0
270,285965.37,436,5.0,5.0,5.0,2,1.79278478,5.0,334.6651095,0
98,413648.58,154,77.0,31.0,28.0,104,176.715586,29.0,60502.77883,0
81,210085.83,125,14.0,3.0,3.0,41,1.812,3.0,624.2118215,0
4,66.43,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,646233.3,3,0.0,0.0,0.0,182,0.0,0.0,0.0,0
23,302065.78,25,4.0,2.0,2.0,12,805.223,2.0,27999.0,0
4,69.68,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,313.93,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,734165.67,3,0.0,0.0,0.0,796,1697.405456,0.0,0.0,0
98,558132.17,154,13.0,7.0,1.0,182,3389.317357,1.0,13383.63,0
4,325.23,3,0.0,0.0,0.0,6,101.2167617,0.0,0.0,0
4,387397.43,3,0.0,0.0,0.0,341,25.28910151,0.0,0.0,0
4,12.65,3,0.0,0.0,0.0,2,4.99,0.0,0.0,0
294,372128.45,217,30.0,20.0,22.0,27,88.15361413,23.0,69273.04411,0
4,1.97,3,0.0,0.0,0.0,2,0.113988,0.0,0.0,0
4,67.45,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
30,298923.97,38,48.0,10.0,8.0,59,721.0096846,8.0,1326091.977,0
4,39.15,3,0.0,0.0,0.0,2,1.40945229,0.0,0.0,0
276,113262.22,436,12.0,8.0,11.0,56,7.10814206,11.0,812.3035422,0
270,291482.3,119,4.0,4.0,4.0,132,33.30223377,4.0,3.235409715,0
4,381.0,3,0.0,0.0,0.0,4,4.41803527,0.0,0.0,0
4,67.57,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,226792.15,119,2.0,2.0,2.0,130,52.94762249,2.0,1.375225838,0
4,71.12,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,6002.88,3,0.0,0.0,0.0,2,1.36389572,0.0,0.0,0
4,318.03,3,0.0,0.0,0.0,8,101.0,0.0,0.0,0
4,0.0,3,0.0,0.0,0.0,1,0.00204917,0.0,0.0,0
4,306.57,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,245398.22,308,1.0,1.0,1.0,101,49.71351457,1.0,0.603300365,0
270,50564.05,436,11.0,8.0,11.0,9,38.06,11.0,1873.099921,0
4,67394.65,3,0.0,0.0,0.0,8,1.08543385,0.0,0.0,0
270,245498.05,119,2.0,2.0,2.0,116,22.14096162,2.0,1.240444478,0
4,888647.9,3,0.0,0.0,0.0,30,13.65521254,0.0,0.0,0
4,410.55,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,663.52,3,0.0,0.0,0.0,4,2.5,0.0,0.0,0
270,319291.53,119,4.0,4.0,4.0,222,199.135681,4.0,8.923476495,0
4,216039.77,3,0.0,0.0,0.0,4,0.02033643,0.0,0.0,0
4,17468.72,3,0.0,0.0,0.0,4,34.155863,0.0,0.0,0
270,418483.92,257,5.0,5.0,5.0,2,0.14586788,5.0,44.54968272,0
270,226780.37,119,2.0,2.0,2.0,90,19.97348364,2.0,0.846540804,0
4,4.9,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,60016.43,3,0.0,0.0,0.0,4,3.757476793,0.0,0.0,0
189,574178.57,129,63.0,43.0,54.0,12490,4840009.21,54.0,1561395882.0,0
4,32.33,3,0.0,0.0,0.0,2,4.0,0.0,0.0,0
98,1072398.18,270,176.0,75.0,83.0,220,1101.249332,87.0,8904907.653,0
270,228998.5,119,2.0,2.0,2.0,149,52.17811743,2.0,1.074129466,0
4,14.53,3,0.0,0.0,0.0,2,3.0,0.0,0.0,0
270,192603.35,119,2.0,2.0,2.0,116,25.54694923,2.0,0.898583286,0
4,323.38,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,67768.1,3,0.0,0.0,0.0,146,309.164093,0.0,0.0,0
4,70363.92,3,0.0,0.0,0.0,22,24.24849464,0.0,0.0,0
270,201162.33,308,1.0,1.0,1.0,104,84.34338569,1.0,2.521486319,0
270,226778.87,119,2.0,2.0,2.0,45,42.69812499,2.0,1.065469884,0
4,324.37,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,7.73,3,0.0,0.0,0.0,6,2001.0,0.0,0.0,0
270,392152.93,202,14.0,13.0,14.0,30,28.05925891,14.0,20184.91761,0
4,189.75,3,0.0,0.0,0.0,2,20.80213014,0.0,0.0,0
4,3071.73,3,0.0,0.0,0.0,4,10.49,0.0,0.0,0
270,949868.57,226,44.0,35.0,43.0,215,8986.111012,43.0,35767.93321,0
4,315.78,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,959668.07,3,0.0,0.0,0.0,328,673.0698759,0.0,0.0,0
4,204725.9,3,0.0,0.0,0.0,43,2.394114333,0.0,0.0,0
4,40448.5,3,0.0,0.0,0.0,18,33.98537217,0.0,0.0,0
196,527077.12,390,36.0,15.0,23.0,22,112.0,25.0,275180.1929,0
4,44.97,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,324.73,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
270,226766.82,119,2.0,2.0,2.0,87,44.15911017,2.0,0.944263803,0
4,162487.73,3,0.0,0.0,0.0,5,0.204033012,0.0,0.0,0
270,136318.98,308,1.0,1.0,1.0,10,21.00144,1.0,0.760242711,0
98,350636.2,154,37.0,16.0,16.0,78,353.8057208,16.0,498981.7754,0
270,1098186.7,78,2.0,1.0,2.0,94,27.54019602,2.0,365.0,0
270,192599.92,119,2.0,2.0,2.0,203,71.98829922,2.0,2.113682515,0
178,81145.63,436,11.0,5.0,6.0,17,8.50131132,6.0,54.39596137,0
270,226749.52,119,2.0,2.0,2.0,135,30.61009998,2.0,1.242294162,0
4,263713.08,3,0.0,0.0,0.0,7,9.679,0.0,0.0,0
4,323.08,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,280825.65,3,0.0,0.0,0.0,17,19.36623147,0.0,0.0,0
270,226760.05,119,2.0,2.0,2.0,14,65.81719007,2.0,1.285486273,0
4,468324.43,3,0.0,0.0,0.0,13,2.28847,0.0,0.0,0
4,2.83,3,0.0,0.0,0.0,2,0.0333217,0.0,0.0,0
4,325.73,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,73.68,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
123,4264.35,202,3.0,2.0,2.0,11,0.06038348,2.0,2.63157314,0
294,2901.22,38,311.0,120.0,73.0,10000,798646.2797,76.0,12155738.9,0
4,65.82,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
237,726979.05,375,288.0,45.0,46.0,223,568.4778002,48.0,91057179.23,0
123,388724.08,349,73.0,10.0,10.0,101,156.8751286,10.0,28130.41361,0
4,783263.5,3,0.0,0.0,0.0,403,25.02144,0.0,0.0,0
270,1954860.95,450,1.0,1.0,1.0,1657,14672.41629,1.0,100.0,0
4,327.57,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,45.7,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,200099.33,119,2.0,2.0,2.0,27,23.17350344,2.0,1.269354461,0
30,3161.45,38,4.0,2.0,1.0,2,0.0,1.0,1663.0076,0
4,314.65,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,226788.22,308,1.0,1.0,1.0,24,386.7713765,1.0,2.816224289,0
4,320.73,3,0.0,0.0,0.0,6,101.0,0.0,0.0,0
4,353405.12,3,0.0,0.0,0.0,38,44.8721618,0.0,0.0,0
123,449570.33,308,18.0,6.0,5.0,27,8.51310655,5.0,2822.039752,0
270,590734.63,226,2.0,2.0,2.0,16,7.388507589,2.0,2.190564785,0
257,930590.25,395,10.0,1.0,5.0,189,7239.485449,5.0,761672.0,0
291,262278.12,397,45.0,12.0,15.0,96,110.4008906,15.0,71593.69088,0
270,913192.53,48,2.0,2.0,2.0,4726,4606.820489,2.0,5.01,0
4,78.0,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
123,728734.78,202,38.0,19.0,22.0,79,91.58059997,22.0,11183.14698,0
270,228995.87,308,1.0,1.0,1.0,37,442.5449378,1.0,3.617168812,0
4,329.4,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
270,132996.78,308,2.0,2.0,2.0,11,495.1963516,2.0,603.9995516,0
4,72.55,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,1002093.87,3,0.0,0.0,0.0,94,37.85702701,0.0,0.0,0
270,729037.15,257,1.0,1.0,1.0,114,46.18835595,1.0,2.047809554,0
270,855094.1,436,6.0,6.0,6.0,22,225.48,6.0,162.8423047,0
270,943282.57,436,7.0,5.0,7.0,78,6.399830553,7.0,604.8774744,0
4,2826.33,3,0.0,0.0,0.0,4,8.999559,0.0,0.0,0
189,991804.47,308,119.0,31.0,17.0,90,245.2257995,17.0,303114.4383,0
4,633.2,3,0.0,0.0,0.0,2,6.0,0.0,0.0,0
270,226221.87,119,3.0,3.0,3.0,10,39.02217743,3.0,878.1555298,0
4,323.5,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
98,484586.98,308,20.0,8.0,10.0,40,10.79836875,10.0,55668.26759,0
4,1038322.7,3,0.0,0.0,0.0,23,20.88360027,0.0,0.0,0
270,473736.12,436,9.0,7.0,9.0,9,41.34824097,9.0,1944.010793,0
4,1.87,3,0.0,0.0,0.0,2,4.995,0.0,0.0,0
4,66.55,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,328.02,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,226752.02,119,2.0,2.0,2.0,106,20.26644372,2.0,1.275961526,0
4,317.73,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
270,457195.87,257,1.0,1.0,1.0,2705,19.97177024,1.0,2.144199905,0
4,62.02,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,64.08,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,130442.18,3,0.0,0.0,0.0,14,112.4303594,0.0,0.0,0
4,35558.78,3,0.0,0.0,0.0,4,25.722254,0.0,0.0,0
270,226755.85,119,2.0,2.0,2.0,195,167.9333705,2.0,3.223211245,0
4,66.47,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,13245.78,436,9.0,7.0,9.0,3,4.09,9.0,555.2635761,0
4,314.92,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,905547.75,308,36.0,25.0,27.0,79,1056.298651,27.0,36777.89434,0
4,5.32,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,4.45,3,0.0,0.0,0.0,2,0.86215484,0.0,0.0,0
4,68.97,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
184,489429.62,323,7.0,3.0,3.0,30,1.668059717,3.0,937.2829715,0
270,1245517.87,380,8.0,8.0,8.0,5064,788615.6069,8.0,4418.365643,0
270,39800.62,308,1.0,1.0,1.0,4,2.670424,1.0,0.201153153,0
133,642194.28,214,23.0,15.0,19.0,27,102.25,19.0,4079.521178,0
4,9817.67,3,0.0,0.0,0.0,6,5.989496,0.0,0.0,0
4,46.4,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,60.97,3,0.0,0.0,0.0,2,0.8641,0.0,0.0,0
270,226759.43,119,2.0,2.0,2.0,115,73.22741,2.0,1.267469058,0
270,77631.38,308,1.0,1.0,1.0,8,5.042278511,1.0,0.296915203,0
189,756555.68,308,2.0,1.0,1.0,27,42.735,1.0,0.527204991,0
189,987307.37,308,27.0,13.0,11.0,85,54.3978404,11.0,944.1255038,0
4,11.65,3,0.0,0.0,0.0,2,0.012869985,0.0,0.0,0
270,684983.8,257,5.0,3.0,5.0,447,33.44846185,5.0,371.0782281,0
4,46.37,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
150,858238.48,244,29.0,11.0,13.0,34,84.63789389,13.0,17200358.34,0
4,78.1,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,69.68,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
267,139534.27,92,51.0,24.0,24.0,182,688.3739371,24.0,702435.0559,0
4,3.13,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,18692.75,3,0.0,0.0,0.0,8,33.4479561,0.0,0.0,0
123,1264774.13,202,985.0,125.0,160.0,2763,1667.527231,168.0,104334189.4,0
270,1138848.45,257,23.0,18.0,23.0,1624,397.4243212,23.0,3433509.694,0
189,168647.83,308,2.0,1.0,1.0,210,105.1047335,1.0,0.026177472,0
123,148414.97,202,10.0,1.0,1.0,23,22.44472851,1.0,14948.63032,0
4,63.45,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
294,1116489.98,78,6.0,3.0,5.0,1799,281.9034212,5.0,613.5252951,0
4,4.67,3,0.0,0.0,0.0,5,2001.0,0.0,0.0,0
4,23130.65,3,0.0,0.0,0.0,522,663.3500862,0.0,0.0,0
4,322.62,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,525.72,3,0.0,0.0,0.0,2,0.3,0.0,0.0,0
4,322.0,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,63.4,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,152473.25,3,0.0,0.0,0.0,17,207.0080876,0.0,0.0,0
4,369.67,3,0.0,0.0,0.0,4,3.32025246,0.0,0.0,0
228,220649.7,358,207.0,68.0,3.0,98,6.0,3.0,2.174780812,0
4,30049.57,3,0.0,0.0,0.0,12,16.10472291,0.0,0.0,0
270,1223010.18,436,5.0,5.0,5.0,20,497.1073767,5.0,1350.911047,0
270,662492.68,450,1.0,1.0,1.0,10,0.65459874,1.0,100.0,0
45,653215.9,73,135.0,58.0,69.0,10000,74247.89855,69.0,42960759.65,0
175,819090.13,243,98.0,42.0,44.0,112,898.9251688,45.0,1617241.141,0
4,149448.82,3,0.0,0.0,0.0,6,30.583559,0.0,0.0,0
4,2.23,3,0.0,0.0,0.0,2,4.995,0.0,0.0,0
4,57.8,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
270,226763.67,119,2.0,2.0,2.0,80,21.21551849,2.0,0.563994369,0
270,1100320.03,456,7.0,6.0,7.0,1509,87.6647455,7.0,1553046137.0,0
4,317.83,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,312.95,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
293,319835.12,448,54.0,5.0,1.0,45,0.075,1.0,1.25e-10,0
205,253392.72,243,36.0,14.0,11.0,10,0.23563042,14.0,12269.0,0
270,226784.32,308,1.0,1.0,1.0,146,35.19153639,1.0,0.49612139,0
219,536343.98,310,40.0,27.0,32.0,27,8.455910255,34.0,86306.46191,0
4,5826.13,3,0.0,0.0,0.0,5,0.263945815,0.0,0.0,0
4,24731.42,3,0.0,0.0,0.0,2,0.4182673,0.0,0.0,0
4,340129.2,3,0.0,0.0,0.0,10000,42050.32618,0.0,0.0,0
270,1118842.15,401,10.0,6.0,8.0,11,1.215095959,8.0,492.3652288,0
4,623697.85,3,0.0,0.0,0.0,42,21.00552005,0.0,0.0,0
61,298787.93,244,15.0,8.0,11.0,9,2.16995751,11.0,833904.6513,0
4,121402.32,3,0.0,0.0,0.0,11,34.964,0.0,0.0,0
4,559898.43,3,0.0,0.0,0.0,13,15.14217079,0.0,0.0,0
270,200097.8,308,1.0,1.0,1.0,36,31.01595948,1.0,0.678131104,0
294,861034.55,432,2.0,1.0,1.0,555,153.312909,1.0,0.01,0
39,310545.0,454,7.0,4.0,4.0,54,42.18033167,4.0,2851.75518,0
4,418708.72,3,0.0,0.0,0.0,25,2373.51,0.0,0.0,0
4,666270.58,3,0.0,0.0,0.0,575,51.81368262,0.0,0.0,0
98,705078.12,248,36.0,19.0,26.0,68,636.45,28.0,267577.6186,0
4,410.85,3,0.0,0.0,0.0,2,10.0,0.0,0.0,0
4,32773.28,3,0.0,0.0,0.0,50,321.508534,0.0,0.0,0
4,323.38,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,233625.1,3,0.0,0.0,0.0,29,74.84231489,0.0,0.0,0
270,938966.22,436,9.0,6.0,9.0,20,197.4207472,9.0,830.5011043,0
270,133544.85,308,1.0,1.0,1.0,26,384.3290338,1.0,2.167795107,0
238,934281.92,1,17.0,11.0,14.0,76,1858.778572,14.0,100001165.8,0
4,79246.45,3,0.0,0.0,0.0,16,46.00907467,0.0,0.0,0
270,291427.1,308,3.0,3.0,3.0,160,78.17548944,3.0,53.59885269,0
4,87489.5,3,0.0,0.0,0.0,20,19.02033767,0.0,0.0,0
4,667030.65,3,0.0,0.0,0.0,19,5.066214231,0.0,0.0,0
4,103068.63,3,0.0,0.0,0.0,9,7.52497,0.0,0.0,0
4,1884.42,3,0.0,0.0,0.0,2,1.01897429,0.0,0.0,0
270,266400.83,119,2.0,2.0,2.0,172,385.5804046,2.0,0.841600101,0
4,310.12,3,0.0,0.0,0.0,5,101.0,0.0,0.0,0
4,323.68,3,0.0,0.0,0.0,9,101.0,0.0,0.0,0
4,502495.97,3,0.0,0.0,0.0,46,38.52264536,0.0,0.0,0
4,55.62,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
156,1424221.78,154,116.0,48.0,54.0,42,13.77480983,54.0,61301.54742,0
4,88324.98,3,0.0,0.0,0.0,18,907.7158249,0.0,0.0,0
78,1016313.18,119,18.0,13.0,16.0,107,269.1252365,16.0,4642.224122,0
4,64.38,3,0.0,0.0,0.0,4,101.0,0.0,0.0,0
4,17.8,3,0.0,0.0,0.0,2,5.0,0.0,0.0,0
270,0.0,257,5.0,5.0,5.0,1,0.25,5.0,71.98685866,0
210,293788.7,336,2.0,1.0,1.0,348,440.4962864,1.0,1379.576793,0
57,266432.08,98,134.0,20.0,24.0,960,49.42522041,24.0,265743.4874,0
4,314.2,3,0.0,0.0,0.0,3,101.0,0.0,0.0,0
4,299762.78,3,0.0,0.0,0.0,10002,2.0,0.0,0.0,0
39,242623.3,53,5.0,3.0,3.0,10,1.065805,3.0,74.08679012,0
